quarantined_at,reason,source,record
2026-07-09T07:17:02+00:00,min_modal_max_order,agmarknet,"{'state': 'Keralam', 'district': 'Kannur', 'market': 'Irityy Market', 'commodity': 'Black pepper', 'variety': 'Other', 'grade': 'FAQ', 'arrival_date': '03/06/2024', 'min_price': '59000.00', 'max_price': '0.00', 'modal_price': '59000.00'}"
2026-07-09T07:17:02+00:00,min_modal_max_order,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Kalpetta Market', 'commodity': 'Black pepper', 'variety': 'Other', 'grade': 'FAQ', 'arrival_date': '30/05/2024', 'min_price': '60500.00', 'max_price': '0.00', 'modal_price': '61500.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Mananthavady Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '15/07/2023', 'min_price': '959900.00', 'max_price': '960000.00', 'modal_price': '959950.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Mananthavady Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '14/07/2023', 'min_price': '959900.00', 'max_price': '960000.00', 'modal_price': '959950.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Mananthavady Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '13/07/2023', 'min_price': '959900.00', 'max_price': '960000.00', 'modal_price': '959950.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '05/07/2024', 'min_price': '6540.00', 'max_price': '6560.00', 'modal_price': '6550.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '22/06/2024', 'min_price': '6700.00', 'max_price': '6700.00', 'modal_price': '6700.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '05/06/2024', 'min_price': '6050.00', 'max_price': '6070.00', 'modal_price': '6060.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '01/06/2024', 'min_price': '6100.00', 'max_price': '6200.00', 'modal_price': '6100.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '31/05/2024', 'min_price': '6050.00', 'max_price': '6070.00', 'modal_price': '6060.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '30/05/2024', 'min_price': '6050.00', 'max_price': '6050.00', 'modal_price': '6050.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '04/05/2024', 'min_price': '5640.00', 'max_price': '5650.00', 'modal_price': '5650.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '20/02/2024', 'min_price': '5240.00', 'max_price': '5250.00', 'modal_price': '5250.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '29/01/2024', 'min_price': '5790.00', 'max_price': '5800.00', 'modal_price': '5790.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '26/01/2024', 'min_price': '5800.00', 'max_price': '5820.00', 'modal_price': '5810.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '03/01/2024', 'min_price': '5840.00', 'max_price': '5850.00', 'modal_price': '5840.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '22/08/2024', 'min_price': '6250.00', 'max_price': '6250.00', 'modal_price': '6250.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '16/08/2024', 'min_price': '6400.00', 'max_price': '6400.00', 'modal_price': '6400.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '07/08/2024', 'min_price': '6400.00', 'max_price': '6600.00', 'modal_price': '6500.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '06/08/2024', 'min_price': '6400.00', 'max_price': '6400.00', 'modal_price': '6400.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '05/08/2024', 'min_price': '6350.00', 'max_price': '6350.00', 'modal_price': '6350.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '15/07/2024', 'min_price': '6500.00', 'max_price': '6700.00', 'modal_price': '6600.00'}"
2026-07-09T07:17:02+00:00,outside_sanity_range_10000_250000,agmarknet,"{'state': 'Keralam', 'district': 'Wayanad', 'market': 'Sultan bathery Market', 'commodity': 'Black pepper', 'variety': 'Ungrabled', 'grade': 'FAQ', 'arrival_date': '12/07/2024', 'min_price': '6500.00', 'max_price': '6700.00', 'modal_price': '6600.00'}"
2026-07-09T07:17:02+00:00,min_modal_max_order,agmarknet,"{'state': 'Keralam', 'district': 'Kannur', 'market': 'Irikkur Market', 'commodity': 'Black pepper', 'variety': 'Other', 'grade': 'FAQ', 'arrival_date': '05/10/2025', 'min_price': '64000.00', 'max_price': '0.00', 'modal_price': '64000.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '07/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '06/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '05/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '04/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '03/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '02/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '01/07/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '30/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '29/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '28/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '27/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '26/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '25/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '24/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '23/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '22/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '21/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '20/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '19/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Pollachi APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '18/06/2024', 'min_price': '30.00', 'max_price': '35.00', 'modal_price': '35.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '07/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '06/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '05/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '04/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '03/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '02/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '01/07/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '30/06/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '29/06/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '28/06/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '27/06/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '26/06/2024', 'min_price': '30.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '25/06/2024', 'min_price': '28.00', 'max_price': '32.00', 'modal_price': '32.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '24/06/2024', 'min_price': '32.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '23/06/2024', 'min_price': '32.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '22/06/2024', 'min_price': '32.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '21/06/2024', 'min_price': '30.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '20/06/2024', 'min_price': '32.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '19/06/2024', 'min_price': '32.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T14:34:13+00:00,outside_sanity_range_500_30000,agmarknet,"{'state': 'Tamil Nadu', 'district': 'Coimbatore', 'market': 'Sulur APMC', 'commodity': 'Coconut', 'variety': 'Coconut', 'grade': 'Local', 'arrival_date': '18/06/2024', 'min_price': '32.00', 'max_price': '34.00', 'modal_price': '34.00'}"
2026-07-09T16:02:17+00:00,outside_sanity_range_500_30000,ogd,"{'state': 'Karnataka', 'district': 'Uttara Kannada', 'market': 'Kumta APMC', 'commodity': 'Coconut', 'variety': 'Small', 'grade': 'Local', 'arrival_date': '09/07/2026', 'min_price': 34507, 'max_price': 34683, 'modal_price': 34577}"
2026-07-09T17:02:12+00:00,outside_sanity_range,des,"{'date': '2022-10-28', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:16+00:00,outside_sanity_range,des,"{'date': '2022-10-29', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:20+00:00,outside_sanity_range,des,"{'date': '2022-10-31', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:24+00:00,outside_sanity_range,des,"{'date': '2022-11-01', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:28+00:00,outside_sanity_range,des,"{'date': '2022-11-02', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:31+00:00,outside_sanity_range,des,"{'date': '2022-11-03', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:35+00:00,outside_sanity_range,des,"{'date': '2022-11-04', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:39+00:00,outside_sanity_range,des,"{'date': '2022-11-05', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:43+00:00,outside_sanity_range,des,"{'date': '2022-11-07', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:47+00:00,outside_sanity_range,des,"{'date': '2022-11-08', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:50+00:00,outside_sanity_range,des,"{'date': '2022-11-09', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:54+00:00,outside_sanity_range,des,"{'date': '2022-11-10', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:02:57+00:00,outside_sanity_range,des,"{'date': '2022-11-11', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:03:02+00:00,outside_sanity_range,des,"{'date': '2022-11-14', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:03:05+00:00,outside_sanity_range,des,"{'date': '2022-11-15', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
2026-07-09T17:03:09+00:00,outside_sanity_range,des,"{'date': '2022-11-16', 'district': 'Wayanad', 'market': 'Mananthavady', 'commodity_slug': 'arecanut', 'variety': 'Ripe', 'grade': 'DES', 'min_price': 4800, 'max_price': 4800, 'modal_price': 4800, 'unit': 'Rs/quintal', 'fetched_at': '2026-07-09T17:00:42+00:00'}"
